user_id,lesson_id,topic,song_level,session_repeat,day,mode,grammar_time,vocab_time,grammar_accuracy,vocab_accuracy,total_accuracy,questions,questions_correct,questions_incorrect,passed
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,4,11.0,writing,,120,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,5,13.0,reading,,45,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,5,13.0,writing,,169,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,1,2.0,reading,,64,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,1,2.0,writing,,181,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,2,5.0,reading,,78,,40,40,5,2,3,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,2,5.0,writing,,160,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,3,8.0,reading,,52,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,3,8.0,writing,,156,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,4,10.0,reading,,54,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,4,10.0,writing,,130,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,5,14.0,reading,,92,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,5,14.0,writing,,111,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,1,0.0,reading,,63,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,1,0.0,writing,,152,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,2,1.0,reading,,86,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,2,1.0,writing,,166,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,3,5.0,reading,,61,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,3,5.0,writing,,130,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,4,8.0,reading,,48,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,4,8.0,writing,,104,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,5,11.0,reading,,76,,40,40,5,2,3,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,5,11.0,writing,,149,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,1,4.0,reading,,95,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,1,4.0,writing,,114,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,2,7.0,reading,,58,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,2,7.0,writing,,124,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,3,10.0,reading,,72,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,3,10.0,writing,,98,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,4,11.0,reading,,40,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,4,11.0,writing,,125,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,5,12.0,reading,,71,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,5,12.0,writing,,121,,100,100,5,5,0,True
