user_id,lesson_id,topic,song_level,session_repeat,day,mode,grammar_time,vocab_time,grammar_accuracy,vocab_accuracy,total_accuracy,questions,questions_correct,questions_incorrect,passed
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,4,11.0,writing,,120,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,5,13.0,reading,,45,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,5,13.0,writing,,169,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,1,2.0,reading,,64,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,1,2.0,writing,,181,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,2,5.0,reading,,78,,40,40,5,2,3,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,2,5.0,writing,,160,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,3,8.0,reading,,52,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,3,8.0,writing,,156,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,4,10.0,reading,,54,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,4,10.0,writing,,130,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,5,14.0,reading,,92,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,5,14.0,writing,,111,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,1,0.0,reading,,63,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,1,0.0,writing,,152,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,2,1.0,reading,,86,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,2,1.0,writing,,166,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,3,5.0,reading,,61,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,3,5.0,writing,,130,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,4,8.0,reading,,48,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,4,8.0,writing,,104,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,5,11.0,reading,,76,,40,40,5,2,3,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,5,11.0,writing,,149,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,1,4.0,reading,,95,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,1,4.0,writing,,114,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,2,7.0,reading,,58,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,2,7.0,writing,,124,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,3,10.0,reading,,72,,60,60,5,3,2,False
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,3,10.0,writing,,98,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,4,11.0,reading,,40,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,4,11.0,writing,,125,,100,100,5,5,0,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,5,12.0,reading,,71,,80,80,5,4,1,True
sim-learner-0000,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,5,12.0,writing,,121,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,1,2.0,reading,,53,,60,60,5,3,2,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,1,2.0,writing,,180,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,2,4.0,reading,,87,,20,20,5,1,4,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,2,4.0,writing,,113,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,3,7.0,reading,,77,,60,60,5,3,2,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,3,7.0,writing,,130,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,4,10.0,reading,,56,,80,80,5,4,1,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,4,10.0,writing,,117,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,5,11.0,reading,,69,,40,40,5,2,3,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,5,11.0,writing,,124,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,1,2.0,reading,,87,,80,80,5,4,1,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,1,2.0,writing,,139,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,2,6.0,reading,,62,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,2,6.0,writing,,196,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,3,9.0,reading,,88,,60,60,5,3,2,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,3,9.0,writing,,114,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,4,13.0,reading,,67,,60,60,5,3,2,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,4,13.0,writing,,106,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,5,17.0,reading,,57,,80,80,5,4,1,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,5,17.0,writing,,124,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,1,2.0,reading,,98,,40,40,5,2,3,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,1,2.0,writing,,199,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,2,3.0,reading,,79,,80,80,5,4,1,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,2,3.0,writing,,117,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,3,4.0,reading,,40,,80,80,5,4,1,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,3,4.0,writing,,117,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,4,6.0,reading,,40,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,4,6.0,writing,,147,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,5,9.0,reading,,105,,60,60,5,3,2,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,5,9.0,writing,,124,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,1,1.0,reading,,67,,40,40,5,2,3,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,1,1.0,writing,,231,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,2,4.0,reading,,77,,80,80,5,4,1,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,2,4.0,writing,,122,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,3,6.0,reading,,80,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,3,6.0,writing,,134,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,4,8.0,reading,,59,,80,80,5,4,1,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,4,8.0,writing,,122,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,5,10.0,reading,,58,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,5,10.0,writing,,127,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,1,4.0,reading,,58,,80,80,5,4,1,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,1,4.0,writing,,210,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,2,5.0,reading,,62,,40,40,5,2,3,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,2,5.0,writing,,134,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,3,7.0,reading,,82,,60,60,5,3,2,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,3,7.0,writing,,120,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,4,8.0,reading,,39,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,4,8.0,writing,,124,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,5,10.0,reading,,60,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,5,10.0,writing,,120,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,1,0.0,reading,,58,,60,60,5,3,2,False
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,1,0.0,writing,,216,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,2,2.0,reading,,42,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,2,2.0,writing,,160,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,3,4.0,reading,,77,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,3,4.0,writing,,144,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,4,8.0,reading,,94,,80,80,5,4,1,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,4,8.0,writing,,108,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,5,12.0,reading,,45,,100,100,5,5,0,True
sim-learner-0001,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a06,La Libertad,1,5,12.0,writing,,102,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,1,4.0,reading,,70,,60,60,5,3,2,False
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,1,4.0,writing,,134,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,2,6.0,reading,,60,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,2,6.0,writing,,112,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,3,10.0,reading,,79,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,3,10.0,writing,,141,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,4,14.0,reading,,55,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,4,14.0,writing,,154,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,5,17.0,reading,,48,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a01,Vivir Mi Vida,1,5,17.0,writing,,139,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,1,3.0,reading,,75,,60,60,5,3,2,False
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,1,3.0,writing,,185,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,2,7.0,reading,,59,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,2,7.0,writing,,134,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,3,9.0,reading,,90,,40,40,5,2,3,False
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,3,9.0,writing,,136,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,4,11.0,reading,,40,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,4,11.0,writing,,112,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,5,12.0,reading,,68,,60,60,5,3,2,False
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a02,Me Gustas Tú,1,5,12.0,writing,,138,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,1,0.0,reading,,85,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,1,0.0,writing,,172,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,2,3.0,reading,,50,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,2,3.0,writing,,139,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,3,7.0,reading,,46,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,3,7.0,writing,,137,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,4,11.0,reading,,50,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,4,11.0,writing,,115,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,5,14.0,reading,,74,,60,60,5,3,2,False
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a03,Limón y Sal,2,5,14.0,writing,,110,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,1,1.0,reading,,61,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,1,1.0,writing,,135,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,2,4.0,reading,,50,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,2,4.0,writing,,127,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,3,7.0,reading,,84,,60,60,5,3,2,False
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,3,7.0,writing,,123,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,4,10.0,reading,,30,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,4,10.0,writing,,125,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,5,11.0,reading,,70,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a04,Mejor Que Ayer,2,5,11.0,writing,,110,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,1,1.0,reading,,68,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,1,1.0,writing,,130,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,2,4.0,reading,,80,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,2,4.0,writing,,127,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,3,8.0,reading,,85,,80,80,5,4,1,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,3,8.0,writing,,109,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,4,10.0,reading,,55,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,4,10.0,writing,,170,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,5,11.0,reading,,69,,100,100,5,5,0,True
sim-learner-0002,6a1e6b1a-0b1b-4b9e-9a5d-1f9c6e2a1a05,Robarte un Beso,2,5,11.0,writing,,132,,100,100,5,5,0,True
